date,user_id,category,merchant,amount_inr,payment_method,is_recurring,recurring_code
10-03-2025,1001,Groceries,DMart,522.04,Credit Card,FALSE,
11-03-2025,1001,Groceries,BigBazaar,971.89,UPI,FALSE,
12-03-2025,1001,Insurance,HDFCLife,3452.66,UPI,TRUE,INS
12-03-2025,1001,Healthcare,CityHospital,284.26,UPI,FALSE,
12-03-2025,1001,Utilities,GasCompany,716.76,Debit Card,FALSE,
12-03-2025,1001,Groceries,DMart,235.13,Credit Card,FALSE,
12-03-2025,1001,Subscriptions,Spotify,79.34,UPI,TRUE,SUBS
13-03-2025,1001,Groceries,RelianceFresh,276.2,NetBanking,FALSE,
14-03-2025,1001,Dining,CafeCoffeeDay,240.7,Credit Card,FALSE,
15-03-2025,1001,Dining,Zomato,50,Cash,FALSE,
15-03-2025,1001,Rent,Landlord-RTGS,30131.06,UPI,TRUE,RENT
16-03-2025,1001,Groceries,RelianceFresh,611.6,Credit Card,FALSE,
16-03-2025,1001,Healthcare,Thyrocare,217.46,Credit Card,FALSE,
17-03-2025,1001,Utilities,Broadband ISP,394.25,UPI,FALSE,
17-03-2025,1001,Healthcare,ApolloPharmacy,557.09,UPI,FALSE,
17-03-2025,1001,Groceries,RelianceFresh,351.66,Credit Card,FALSE,
18-03-2025,1001,Subscriptions,Netflix,269.7,Credit Card,TRUE,SUBS
18-03-2025,1001,Subscriptions,YouTubePremium,443.17,Credit Card,TRUE,SUBS
18-03-2025,1001,Subscriptions,YouTubePremium,284.43,Credit Card,TRUE,SUBS
18-03-2025,1001,Subscriptions,YouTubePremium,50.38,Credit Card,TRUE,SUBS
18-03-2025,1001,Utilities,ElectricityBoard,914.93,UPI,FALSE,
19-03-2025,1001,Entertainment,BookMyShow,90,Credit Card,FALSE,
19-03-2025,1001,Utilities,ElectricityBoard,935.47,UPI,FALSE,
20-03-2025,1001,Groceries,RelianceFresh,584.86,UPI,FALSE,
20-03-2025,1001,Entertainment,BookMyShow,206.23,Credit Card,FALSE,
20-03-2025,1001,Miscellaneous,StationeryStore,111.02,Credit Card,FALSE,
20-03-2025,1001,Miscellaneous,Flipkart,77.63,Credit Card,FALSE,
21-03-2025,1001,Utilities,GasCompany,574.74,UPI,FALSE,
22-03-2025,1001,Groceries,DMart,1287.2,UPI,FALSE,
22-03-2025,1001,Groceries,RelianceFresh,596.03,UPI,FALSE,
22-03-2025,1001,Miscellaneous,Flipkart,94.47,Credit Card,FALSE,
23-03-2025,1001,Miscellaneous,GiftShop,119.98,UPI,FALSE,
24-03-2025,1001,Subscriptions,iCloud,192.48,UPI,TRUE,SUBS
24-03-2025,1001,Education,SkillShare,332.86,UPI,FALSE,
25-03-2025,1001,Groceries,RelianceFresh,724.7,Debit Card,FALSE,
25-03-2025,1001,Miscellaneous,Amazon,129.26,Credit Card,FALSE,
26-03-2025,1001,Miscellaneous,Amazon,60.19,Credit Card,FALSE,
26-03-2025,1001,Entertainment,BookMyShow,66.15,UPI,FALSE,
26-03-2025,1001,Transport,Ola,106.05,Credit Card,FALSE,
27-03-2025,1001,Dining,CafeCoffeeDay,285.04,UPI,FALSE,
28-03-2025,1001,Subscriptions,Netflix,229.34,Credit Card,TRUE,SUBS
28-03-2025,1001,Miscellaneous,StationeryStore,50,UPI,FALSE,
28-03-2025,1001,Utilities,GasCompany,909.21,Debit Card,FALSE,
28-03-2025,1001,Miscellaneous,Amazon,78.13,Credit Card,FALSE,
29-03-2025,1001,Utilities,ElectricityBoard,348.65,UPI,FALSE,
29-03-2025,1001,Rent,Landlord-RTGS,11318.98,UPI,TRUE,RENT
29-03-2025,1001,Miscellaneous,Amazon,78.59,Credit Card,FALSE,
29-03-2025,1001,Miscellaneous,Flipkart,121.43,Debit Card,FALSE,
29-03-2025,1001,Dining,Zomato,231.77,UPI,FALSE,
29-03-2025,1001,Utilities,GasCompany,738.59,Credit Card,FALSE,
29-03-2025,1001,Groceries,BigBazaar,885.05,UPI,FALSE,
30-03-2025,1001,Groceries,LocalKirana,659.5,UPI,FALSE,
31-03-2025,1001,Travel,IndiGo,678.83,Credit Card,FALSE,
31-03-2025,1001,Entertainment,PVR,265.83,UPI,FALSE,
01-04-2025,1001,Utilities,Broadband ISP,758.79,UPI,FALSE,
01-04-2025,1001,Healthcare,Thyrocare,500.42,NetBanking,FALSE,
01-04-2025,1001,Healthcare,Thyrocare,327.08,UPI,FALSE,
01-04-2025,1001,Dining,Zomato,146.14,Credit Card,FALSE,
02-04-2025,1001,Education,Coursera,50,UPI,FALSE,
02-04-2025,1001,Insurance,HDFCLife,5162.81,UPI,TRUE,INS
03-04-2025,1001,Rent,Landlord-RTGS,25999.97,Bank Transfer,TRUE,RENT
03-04-2025,1001,Miscellaneous,Amazon,84.9,UPI,FALSE,
03-04-2025,1001,Subscriptions,Netflix,304.45,Credit Card,TRUE,SUBS
03-04-2025,1001,Subscriptions,Netflix,126.81,Cash,TRUE,SUBS
04-04-2025,1001,Entertainment,BookMyShow,260.37,Credit Card,FALSE,
04-04-2025,1001,Groceries,RelianceFresh,382.72,Credit Card,FALSE,
04-04-2025,1001,Utilities,GasCompany,847.19,Credit Card,FALSE,
04-04-2025,1001,Utilities,WaterWorks,704.82,UPI,FALSE,
04-04-2025,1001,Healthcare,Thyrocare,619.21,UPI,FALSE,
05-04-2025,1001,Utilities,Broadband ISP,945.75,UPI,FALSE,
05-04-2025,1001,Transport,Ola,234,UPI,FALSE,
05-04-2025,1001,Groceries,LocalKirana,507.6,UPI,FALSE,
05-04-2025,1001,Groceries,BigBazaar,611.81,UPI,FALSE,
06-04-2025,1001,Travel,IndiGo,1201.21,Cash,FALSE,
07-04-2025,1001,Dining,CafeCoffeeDay,474.91,UPI,FALSE,
08-04-2025,1001,Entertainment,PlayStore,188.78,UPI,FALSE,
09-04-2025,1001,Subscriptions,PrimeVideo,64.47,Credit Card,TRUE,SUBS
09-04-2025,1001,Dining,Zomato,275.49,Credit Card,FALSE,
10-04-2025,1001,Insurance,LIC,4724.21,UPI,TRUE,INS
11-04-2025,1001,Groceries,LocalKirana,669.4,NetBanking,FALSE,
11-04-2025,1001,Entertainment,Steam,190.34,UPI,FALSE,
11-04-2025,1001,Groceries,LocalKirana,841.31,UPI,FALSE,
12-04-2025,1001,Insurance,ICICIPrudential,3786.32,UPI,TRUE,INS
12-04-2025,1001,Travel,MakeMyTrip,236.49,UPI,FALSE,
12-04-2025,1001,Insurance,ICICIPrudential,4154.82,Credit Card,TRUE,INS
13-04-2025,1001,Groceries,BigBazaar,835.08,UPI,FALSE,
13-04-2025,1001,Utilities,Broadband ISP,811.08,Credit Card,FALSE,
13-04-2025,1001,Rent,Landlord-RTGS,42012.15,NetBanking,TRUE,RENT
13-04-2025,1001,Groceries,BigBazaar,316.81,Credit Card,FALSE,
13-04-2025,1001,Dining,Swiggy,243.33,Debit Card,FALSE,
14-04-2025,1001,Travel,OYO,1047.72,Credit Card,FALSE,
14-04-2025,1001,Rent,ApartmentMgmt,18073.63,Credit Card,TRUE,RENT
14-04-2025,1001,Miscellaneous,Flipkart,131.04,UPI,FALSE,
14-04-2025,1001,Miscellaneous,Amazon,50.95,UPI,FALSE,
15-04-2025,1001,Miscellaneous,StationeryStore,185.19,Cash,FALSE,
15-04-2025,1001,Groceries,LocalKirana,401.05,UPI,FALSE,
16-04-2025,1001,Healthcare,Thyrocare,239.36,Debit Card,FALSE,
17-04-2025,1001,Rent,ApartmentMgmt,25688.56,NetBanking,TRUE,RENT
18-04-2025,1001,Subscriptions,Netflix,450.05,Credit Card,TRUE,SUBS
18-04-2025,1001,Subscriptions,YouTubePremium,113.09,Credit Card,TRUE,SUBS
18-04-2025,1001,Subscriptions,iCloud,94.53,Credit Card,TRUE,SUBS
18-04-2025,1001,Subscriptions,iCloud,404.07,Credit Card,TRUE,SUBS
18-04-2025,1001,Groceries,LocalKirana,274.08,UPI,FALSE,
18-04-2025,1001,Miscellaneous,GiftShop,79.24,Credit Card,FALSE,
19-04-2025,1001,Miscellaneous,Flipkart,80.8,UPI,FALSE,
19-04-2025,1001,Miscellaneous,Flipkart,184.39,Credit Card,FALSE,
19-04-2025,1001,Groceries,LocalKirana,714.57,UPI,FALSE,
19-04-2025,1001,Insurance,HDFCLife,4576.97,UPI,TRUE,INS
20-04-2025,1001,Dining,Zomato,374.3,UPI,FALSE,
20-04-2025,1001,Miscellaneous,Amazon,79.75,Credit Card,FALSE,
21-04-2025,1001,Groceries,BigBazaar,781.95,UPI,FALSE,
21-04-2025,1001,Dining,Swiggy,569.27,Debit Card,FALSE,
22-04-2025,1001,Subscriptions,PrimeVideo,341.41,UPI,TRUE,SUBS
22-04-2025,1001,Groceries,DMart,341.7,Credit Card,FALSE,
22-04-2025,1001,Miscellaneous,StationeryStore,138.2,Credit Card,FALSE,
23-04-2025,1001,Miscellaneous,Amazon,81.36,Cash,FALSE,
24-04-2025,1001,Rent,Landlord-RTGS,43384.71,UPI,TRUE,RENT
25-04-2025,1001,Miscellaneous,GiftShop,131.09,Debit Card,FALSE,
25-04-2025,1001,Groceries,DMart,330.15,UPI,FALSE,
25-04-2025,1001,Transport,Ola,163.59,Credit Card,FALSE,
26-04-2025,1001,Healthcare,Thyrocare,403.8,Debit Card,FALSE,
26-04-2025,1001,Travel,OYO,959.11,Credit Card,FALSE,
26-04-2025,1001,Transport,FuelStation,153.77,NetBanking,FALSE,
27-04-2025,1001,Dining,BarbequeNation,141.68,Credit Card,FALSE,
27-04-2025,1001,Travel,IndiGo,498.51,UPI,FALSE,
27-04-2025,1001,Subscriptions,iCloud,405.72,UPI,TRUE,SUBS
27-04-2025,1001,Utilities,GasCompany,1118.63,UPI,FALSE,
28-04-2025,1001,Miscellaneous,Amazon,147.31,UPI,FALSE,
28-04-2025,1001,Healthcare,CityHospital,323.7,UPI,FALSE,
29-04-2025,1001,Subscriptions,PrimeVideo,465.39,Credit Card,TRUE,SUBS
29-04-2025,1001,Miscellaneous,Flipkart,64.11,Credit Card,FALSE,
30-04-2025,1001,Transport,Ola,92,UPI,FALSE,
01-05-2025,1001,Transport,Ola,174.92,UPI,FALSE,
01-05-2025,1001,Dining,BarbequeNation,290.55,NetBanking,FALSE,
01-05-2025,1001,Healthcare,ApolloPharmacy,249.77,UPI,FALSE,
01-05-2025,1001,Entertainment,Steam,301.26,UPI,FALSE,
02-05-2025,1001,Groceries,DMart,866.05,UPI,FALSE,
02-05-2025,1001,Entertainment,BookMyShow,312.48,UPI,FALSE,
02-05-2025,1001,Miscellaneous,Flipkart,101.9,Credit Card,FALSE,
02-05-2025,1001,Transport,Ola,118.43,Credit Card,FALSE,
02-05-2025,1001,Dining,Dominos,421.71,Credit Card,FALSE,
02-05-2025,1001,Miscellaneous,Amazon,123.13,UPI,FALSE,
03-05-2025,1001,Rent,Landlord-RTGS,24524.29,Bank Transfer,TRUE,RENT
03-05-2025,1001,Healthcare,ApolloPharmacy,355.92,UPI,FALSE,
03-05-2025,1001,Groceries,BigBazaar,896.05,UPI,FALSE,
03-05-2025,1001,Entertainment,PVR,191.22,Credit Card,FALSE,
03-05-2025,1001,Healthcare,Thyrocare,368.29,UPI,FALSE,
04-05-2025,1001,Groceries,DMart,688.83,UPI,FALSE,
04-05-2025,1001,Miscellaneous,Flipkart,107.81,Credit Card,FALSE,
04-05-2025,1001,Education,Coursera,260.61,UPI,FALSE,
05-05-2025,1001,Miscellaneous,GiftShop,116.33,Credit Card,FALSE,
05-05-2025,1001,Miscellaneous,StationeryStore,81.21,Credit Card,FALSE,
05-05-2025,1001,Groceries,LocalKirana,799.06,UPI,FALSE,
05-05-2025,1001,Utilities,WaterWorks,673.92,UPI,FALSE,
05-05-2025,1001,Entertainment,PVR,304.77,UPI,FALSE,
05-05-2025,1001,Groceries,DMart,804.04,UPI,FALSE,
06-05-2025,1001,Groceries,RelianceFresh,756.75,UPI,FALSE,
07-05-2025,1001,Miscellaneous,GiftShop,99.23,Credit Card,FALSE,
07-05-2025,1001,Travel,AirIndia,1251.32,UPI,FALSE,
07-05-2025,1001,Groceries,LocalKirana,808.54,UPI,FALSE,
08-05-2025,1001,Dining,Zomato,351.57,NetBanking,FALSE,
08-05-2025,1001,Travel,AirIndia,1886.97,UPI,FALSE,
08-05-2025,1001,Rent,ApartmentMgmt,22294.96,UPI,TRUE,RENT
08-05-2025,1001,Transport,Metro,91.48,UPI,FALSE,
09-05-2025,1001,Groceries,DMart,662.42,Credit Card,FALSE,
09-05-2025,1001,Entertainment,BookMyShow,225.15,Credit Card,FALSE,
09-05-2025,1001,Dining,Dominos,191.81,UPI,FALSE,
09-05-2025,1001,Groceries,DMart,660.46,UPI,FALSE,
10-05-2025,1001,Dining,CafeCoffeeDay,143.31,UPI,FALSE,
10-05-2025,1001,Groceries,LocalKirana,428.44,Credit Card,FALSE,
10-05-2025,1001,Subscriptions,iCloud,517.61,Debit Card,TRUE,SUBS
11-05-2025,1001,Utilities,Broadband ISP,718.43,Credit Card,FALSE,
11-05-2025,1001,Rent,Landlord-RTGS,37264.48,UPI,TRUE,RENT
11-05-2025,1001,Miscellaneous,Amazon,96.83,Debit Card,FALSE,
11-05-2025,1001,Travel,IRCTC,1251.65,Cash,FALSE,
11-05-2025,1001,Entertainment,Steam,256.98,UPI,FALSE,
11-05-2025,1001,Miscellaneous,StationeryStore,125.02,Credit Card,FALSE,
11-05-2025,1001,Education,Coursera,511.54,Credit Card,FALSE,
11-05-2025,1001,Dining,Zomato,154.35,UPI,FALSE,
12-05-2025,1001,Insurance,LIC,3501.26,UPI,TRUE,INS
12-05-2025,1001,Dining,Swiggy,196.7,UPI,FALSE,
13-05-2025,1001,Healthcare,CityHospital,527.62,UPI,FALSE,
13-05-2025,1001,Utilities,GasCompany,1123.06,Cash,FALSE,
14-05-2025,1001,Rent,Landlord-RTGS,11709.03,Credit Card,TRUE,RENT
14-05-2025,1001,Utilities,ElectricityBoard,474.89,Credit Card,FALSE,
14-05-2025,1001,Dining,Zomato,312.66,Credit Card,FALSE,
14-05-2025,1001,Transport,Ola,230.33,UPI,FALSE,
15-05-2025,1001,Healthcare,CityHospital,333.78,Credit Card,FALSE,
15-05-2025,1001,Groceries,LocalKirana,780.42,UPI,FALSE,
15-05-2025,1001,Entertainment,BookMyShow,319.63,NetBanking,FALSE,
15-05-2025,1001,Groceries,BigBazaar,50,Credit Card,FALSE,
15-05-2025,1001,Miscellaneous,Amazon,173.04,UPI,FALSE,
15-05-2025,1001,Transport,Ola,174.9,UPI,FALSE,
15-05-2025,1001,Utilities,ElectricityBoard,625.56,Credit Card,FALSE,
16-05-2025,1001,Miscellaneous,GiftShop,88.94,UPI,FALSE,
16-05-2025,1001,Subscriptions,YouTubePremium,285.01,UPI,TRUE,SUBS
16-05-2025,1001,Dining,CafeCoffeeDay,302.12,UPI,FALSE,
16-05-2025,1001,Dining,Zomato,387.6,NetBanking,FALSE,
16-05-2025,1001,Utilities,Broadband ISP,631.81,Credit Card,FALSE,
17-05-2025,1001,Groceries,BigBazaar,652.56,UPI,FALSE,
17-05-2025,1001,Groceries,LocalKirana,805.21,UPI,FALSE,
17-05-2025,1001,Utilities,WaterWorks,904.97,UPI,FALSE,
17-05-2025,1001,Dining,Dominos,318.68,Credit Card,FALSE,
17-05-2025,1001,Miscellaneous,Amazon,82.9,UPI,FALSE,
18-05-2025,1001,Subscriptions,iCloud,512.72,Credit Card,TRUE,SUBS
18-05-2025,1001,Subscriptions,PrimeVideo,49,Credit Card,TRUE,SUBS
18-05-2025,1001,Subscriptions,iCloud,364.09,Credit Card,TRUE,SUBS
18-05-2025,1001,Subscriptions,PrimeVideo,105.15,Credit Card,TRUE,SUBS
18-05-2025,1001,Subscriptions,PrimeVideo,240.11,Credit Card,TRUE,SUBS
18-05-2025,1001,Miscellaneous,Amazon,92.01,Credit Card,FALSE,
19-05-2025,1001,Entertainment,BookMyShow,106.79,UPI,FALSE,
19-05-2025,1001,Dining,Zomato,217.09,UPI,FALSE,
20-05-2025,1001,Groceries,RelianceFresh,630.72,NetBanking,FALSE,
20-05-2025,1001,Subscriptions,iCloud,516.76,Credit Card,TRUE,SUBS
20-05-2025,1001,Rent,Landlord-RTGS,10719.37,Debit Card,TRUE,RENT
20-05-2025,1001,Groceries,RelianceFresh,484.43,Credit Card,FALSE,
21-05-2025,1001,Rent,Landlord-RTGS,26421.28,Debit Card,TRUE,RENT
21-05-2025,1001,Groceries,BigBazaar,596.64,UPI,FALSE,
21-05-2025,1001,Groceries,DMart,826.91,Debit Card,FALSE,
21-05-2025,1001,Dining,Zomato,301.99,UPI,FALSE,
21-05-2025,1001,Dining,CafeCoffeeDay,334.2,Debit Card,FALSE,
22-05-2025,1001,Miscellaneous,Flipkart,121.62,Cash,FALSE,
22-05-2025,1001,Transport,FuelStation,236.07,UPI,FALSE,
23-05-2025,1001,Subscriptions,Spotify,151.45,UPI,TRUE,SUBS
24-05-2025,1001,Miscellaneous,StationeryStore,175.49,NetBanking,FALSE,
24-05-2025,1001,Miscellaneous,Amazon,189.4,Debit Card,FALSE,
24-05-2025,1001,Transport,Uber,125.74,UPI,FALSE,
25-05-2025,1001,Entertainment,Steam,388.43,NetBanking,FALSE,
25-05-2025,1001,Rent,ApartmentMgmt,28507.22,NetBanking,TRUE,RENT
25-05-2025,1001,Miscellaneous,Flipkart,88.56,UPI,FALSE,
25-05-2025,1001,Dining,Swiggy,422.59,UPI,FALSE,
26-05-2025,1001,Healthcare,Thyrocare,478.55,UPI,FALSE,
26-05-2025,1001,Groceries,LocalKirana,198.86,UPI,FALSE,
26-05-2025,1001,Groceries,RelianceFresh,983.06,NetBanking,FALSE,
27-05-2025,1001,Transport,FuelStation,106.73,Debit Card,FALSE,
27-05-2025,1001,Groceries,RelianceFresh,648.01,UPI,FALSE,
27-05-2025,1001,Utilities,WaterWorks,269.54,Credit Card,FALSE,
27-05-2025,1001,Travel,IndiGo,751.79,UPI,FALSE,
28-05-2025,1001,Dining,BarbequeNation,320.44,UPI,FALSE,
28-05-2025,1001,Utilities,Broadband ISP,639.88,UPI,FALSE,
28-05-2025,1001,Travel,MakeMyTrip,673.6,NetBanking,FALSE,
28-05-2025,1001,Travel,AirIndia,574.79,UPI,FALSE,
29-05-2025,1001,Dining,CafeCoffeeDay,335.04,UPI,FALSE,
29-05-2025,1001,Healthcare,CityHospital,436.35,NetBanking,FALSE,
29-05-2025,1001,Insurance,ICICIPrudential,3355.32,Credit Card,TRUE,INS
29-05-2025,1001,Dining,Swiggy,384.03,Cash,FALSE,
29-05-2025,1001,Transport,Metro,214.93,Debit Card,FALSE,
29-05-2025,1001,Education,SkillShare,280.55,Credit Card,FALSE,
29-05-2025,1001,Subscriptions,Spotify,399.1,UPI,TRUE,SUBS
30-05-2025,1001,Groceries,LocalKirana,529.13,UPI,FALSE,
31-05-2025,1001,Groceries,DMart,709.71,Credit Card,FALSE,
31-05-2025,1001,Transport,Ola,173.87,Credit Card,FALSE,
31-05-2025,1001,Insurance,LIC,4931.4,UPI,TRUE,INS
31-05-2025,1001,Groceries,DMart,788.8,Credit Card,FALSE,
01-06-2025,1001,Groceries,DMart,405.31,UPI,FALSE,
01-06-2025,1001,Entertainment,Steam,250.44,UPI,FALSE,
02-06-2025,1001,Dining,CafeCoffeeDay,237.07,UPI,FALSE,
02-06-2025,1001,Miscellaneous,Flipkart,115.95,Credit Card,FALSE,
02-06-2025,1001,Rent,Landlord-RTGS,28347.98,Cash,TRUE,RENT
03-06-2025,1001,Rent,Landlord-RTGS,26293.31,Bank Transfer,TRUE,RENT
03-06-2025,1001,Dining,Dominos,289.91,UPI,FALSE,
03-06-2025,1001,Utilities,ElectricityBoard,807.36,Cash,FALSE,
03-06-2025,1001,Transport,FuelStation,145.46,UPI,FALSE,
03-06-2025,1001,Miscellaneous,GiftShop,50,UPI,FALSE,
03-06-2025,1001,Entertainment,PVR,283.9,Credit Card,FALSE,
03-06-2025,1001,Education,LocalTutors,471.74,Cash,FALSE,
03-06-2025,1001,Rent,ApartmentMgmt,36389.18,NetBanking,TRUE,RENT
04-06-2025,1001,Miscellaneous,Amazon,50,Credit Card,FALSE,
05-06-2025,1001,Subscriptions,PrimeVideo,185.66,NetBanking,TRUE,SUBS
05-06-2025,1001,Miscellaneous,Flipkart,121.82,NetBanking,FALSE,
06-06-2025,1001,Miscellaneous,GiftShop,141.89,UPI,FALSE,
06-06-2025,1001,Dining,Dominos,188.32,Debit Card,FALSE,
07-06-2025,1001,Dining,Dominos,364.61,Credit Card,FALSE,
08-06-2025,1001,Insurance,ICICIPrudential,3109.24,Debit Card,TRUE,INS
08-06-2025,1001,Insurance,HDFCLife,5022.46,Credit Card,TRUE,INS
08-06-2025,1001,Dining,Dominos,320.02,UPI,FALSE,
08-06-2025,1001,Healthcare,Thyrocare,319.1,Credit Card,FALSE,
08-06-2025,1001,Travel,AirIndia,1034.26,UPI,FALSE,
09-06-2025,1001,Miscellaneous,Amazon,131.55,Credit Card,FALSE,
10-06-2025,1001,Healthcare,CityHospital,616.85,Credit Card,FALSE,
11-06-2025,1001,Groceries,BigBazaar,522.11,UPI,FALSE,
12-06-2025,1001,Insurance,ICICIPrudential,3603.06,UPI,TRUE,INS
12-06-2025,1001,Miscellaneous,GiftShop,81.7,UPI,FALSE,
13-06-2025,1001,Dining,Zomato,363.91,UPI,FALSE,
13-06-2025,1001,Transport,FuelStation,277.26,NetBanking,FALSE,
14-06-2025,1001,Transport,Ola,180.64,UPI,FALSE,
14-06-2025,1001,Groceries,RelianceFresh,788.43,Credit Card,FALSE,
15-06-2025,1001,Miscellaneous,Flipkart,106.4,NetBanking,FALSE,
15-06-2025,1001,Transport,Ola,327.71,Credit Card,FALSE,
15-06-2025,1001,Dining,BarbequeNation,314.32,UPI,FALSE,
16-06-2025,1001,Healthcare,Thyrocare,310.32,Credit Card,FALSE,
16-06-2025,1001,Miscellaneous,Flipkart,139.03,UPI,FALSE,
17-06-2025,1001,Dining,Zomato,223.73,Credit Card,FALSE,
17-06-2025,1001,Rent,ApartmentMgmt,37140.85,Debit Card,TRUE,RENT
17-06-2025,1001,Utilities,GasCompany,654.12,UPI,FALSE,
18-06-2025,1001,Subscriptions,PrimeVideo,49,Credit Card,TRUE,SUBS
18-06-2025,1001,Subscriptions,Spotify,240.29,Credit Card,TRUE,SUBS
18-06-2025,1001,Subscriptions,Netflix,387.35,Credit Card,TRUE,SUBS
18-06-2025,1001,Subscriptions,Spotify,430.33,Credit Card,TRUE,SUBS
18-06-2025,1001,Dining,Zomato,280.06,Credit Card,FALSE,
18-06-2025,1001,Utilities,Broadband ISP,103.09,UPI,FALSE,
18-06-2025,1001,Miscellaneous,GiftShop,103.78,UPI,FALSE,
19-06-2025,1001,Dining,CafeCoffeeDay,323.06,UPI,FALSE,
19-06-2025,1001,Miscellaneous,Amazon,147.78,UPI,FALSE,
19-06-2025,1001,Education,Coursera,572.92,UPI,FALSE,
19-06-2025,1001,Transport,Ola,125.5,UPI,FALSE,
20-06-2025,1001,Dining,Dominos,118.82,UPI,FALSE,
20-06-2025,1001,Groceries,BigBazaar,812.76,UPI,FALSE,
21-06-2025,1001,Rent,Landlord-RTGS,47178.4,Cash,TRUE,RENT
21-06-2025,1001,Miscellaneous,Flipkart,164.59,Cash,FALSE,
22-06-2025,1001,Entertainment,Steam,333.31,UPI,FALSE,
22-06-2025,1001,Entertainment,Steam,268.96,UPI,FALSE,
22-06-2025,1001,Entertainment,PlayStore,473.17,Credit Card,FALSE,
23-06-2025,1001,Miscellaneous,Amazon,50,UPI,FALSE,
24-06-2025,1001,Rent,ApartmentMgmt,31275.48,Credit Card,TRUE,RENT
24-06-2025,1001,Miscellaneous,StationeryStore,128.83,NetBanking,FALSE,
24-06-2025,1001,Groceries,LocalKirana,495.93,UPI,FALSE,
25-06-2025,1001,Dining,CafeCoffeeDay,348.42,Debit Card,FALSE,
25-06-2025,1001,Utilities,GasCompany,317.2,UPI,FALSE,
25-06-2025,1001,Healthcare,Thyrocare,320.82,UPI,FALSE,
26-06-2025,1001,Dining,Swiggy,341.53,UPI,FALSE,
26-06-2025,1001,Groceries,DMart,658.79,UPI,FALSE,
26-06-2025,1001,Healthcare,CityHospital,484.35,Credit Card,FALSE,
27-06-2025,1001,Groceries,RelianceFresh,638.22,Credit Card,FALSE,
27-06-2025,1001,Travel,IndiGo,2333.77,Debit Card,FALSE,
27-06-2025,1001,Groceries,RelianceFresh,793.6,Debit Card,FALSE,
28-06-2025,1001,Rent,ApartmentMgmt,17945.44,UPI,TRUE,RENT
28-06-2025,1001,Travel,IRCTC,1446.1,Debit Card,FALSE,
28-06-2025,1001,Rent,ApartmentMgmt,38275.6,UPI,TRUE,RENT
28-06-2025,1001,Travel,OYO,1225.31,NetBanking,FALSE,
29-06-2025,1001,Dining,BarbequeNation,462.3,Credit Card,FALSE,
29-06-2025,1001,Transport,FuelStation,217.06,UPI,FALSE,
29-06-2025,1001,Education,Coursera,550.63,NetBanking,FALSE,
29-06-2025,1001,Travel,AirIndia,1471.46,UPI,FALSE,
29-06-2025,1001,Insurance,ICICIPrudential,3812.93,UPI,TRUE,INS
30-06-2025,1001,Dining,Swiggy,207.67,UPI,FALSE,
01-07-2025,1001,Miscellaneous,GiftShop,125.47,UPI,FALSE,
02-07-2025,1001,Miscellaneous,StationeryStore,65.64,Cash,FALSE,
02-07-2025,1001,Transport,FuelStation,167.87,UPI,FALSE,
02-07-2025,1001,Dining,CafeCoffeeDay,299.09,UPI,FALSE,
02-07-2025,1001,Utilities,ElectricityBoard,774.68,Credit Card,FALSE,
02-07-2025,1001,Healthcare,ApolloPharmacy,241.94,UPI,FALSE,
03-07-2025,1001,Rent,Landlord-RTGS,20929.66,Bank Transfer,TRUE,RENT
03-07-2025,1001,Dining,Dominos,216.67,UPI,FALSE,
03-07-2025,1001,Healthcare,ApolloPharmacy,215.44,NetBanking,FALSE,
04-07-2025,1001,Transport,FuelStation,174.69,Debit Card,FALSE,
04-07-2025,1001,Transport,Uber,134.27,UPI,FALSE,
04-07-2025,1001,Rent,Landlord-RTGS,26714.34,Credit Card,TRUE,RENT
05-07-2025,1001,Transport,Uber,115.9,UPI,FALSE,
05-07-2025,1001,Entertainment,PVR,57.13,Credit Card,FALSE,
06-07-2025,1001,Dining,Zomato,307.29,Debit Card,FALSE,
06-07-2025,1001,Dining,Zomato,315.89,Cash,FALSE,
06-07-2025,1001,Rent,Landlord-RTGS,14833.46,Credit Card,TRUE,RENT
06-07-2025,1001,Insurance,HDFCLife,2403.48,Credit Card,TRUE,INS
06-07-2025,1001,Transport,Ola,177.25,Credit Card,FALSE,
07-07-2025,1001,Groceries,DMart,50,UPI,FALSE,
08-07-2025,1001,Rent,ApartmentMgmt,10921.97,Credit Card,TRUE,RENT
09-07-2025,1001,Utilities,WaterWorks,338.17,Credit Card,FALSE,
09-07-2025,1001,Miscellaneous,StationeryStore,93.42,Credit Card,FALSE,
09-07-2025,1001,Dining,BarbequeNation,165.71,UPI,FALSE,
09-07-2025,1001,Utilities,WaterWorks,618.88,UPI,FALSE,
09-07-2025,1001,Dining,Dominos,421.61,UPI,FALSE,
10-07-2025,1001,Transport,FuelStation,113.2,UPI,FALSE,
10-07-2025,1001,Dining,Dominos,94.65,NetBanking,FALSE,
10-07-2025,1001,Rent,Landlord-RTGS,24001.88,NetBanking,TRUE,RENT
11-07-2025,1001,Utilities,Broadband ISP,774.2,Credit Card,FALSE,
11-07-2025,1001,Utilities,Broadband ISP,647.47,UPI,FALSE,
11-07-2025,1001,Miscellaneous,Flipkart,50,Credit Card,FALSE,
11-07-2025,1001,Miscellaneous,Amazon,127.68,Credit Card,FALSE,
11-07-2025,1001,Entertainment,Steam,83.79,Credit Card,FALSE,
